Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
I1GKW3_BRADI	I1GKW3_BRADI	319	AvrRpt-cleavage	-	37	5.5e-23	91.4	4.1	1	2	2.5e-05	2.6	18.8523864746094	0.06	6	35	84	112	80	113	0.92	AvrRpt-cleavage domain-containing protein		0
I1GKW3_BRADI	I1GKW3_BRADI	319	AvrRpt-cleavage	-	37	5.5e-23	91.4	4.1	2	2	3.5e-22	3.7e-17	72.7632675170898	1.31	1	37	248	284	248	284	0.98	AvrRpt-cleavage domain-containing protein		0
B4G0G9_MAIZE	B4G0G9_MAIZE	239	AvrRpt-cleavage	-	37	7.2e-23	91.0	5.7	1	2	5.9e-05	6.2	17.6377601623535	0.20	3	35	4	33	2	34	0.88	Nitrate-induced NOI protein		0
B4G0G9_MAIZE	B4G0G9_MAIZE	239	AvrRpt-cleavage	-	37	7.2e-23	91.0	5.7	2	2	6.5e-23	6.8e-18	75.1139297485352	1.25	1	37	166	202	166	202	0.98	Nitrate-induced NOI protein		0
A0A453MI25_AEGTS	A0A453MI25_AEGTS	231	AvrRpt-cleavage	-	37	9.6e-23	90.6	4.2	1	2	2.7e-05	2.8	18.7408123016357	0.06	5	35	5	31	2	32	0.87	AvrRpt-cleavage domain-containing protein		0
A0A453MI25_AEGTS	A0A453MI25_AEGTS	231	AvrRpt-cleavage	-	37	9.6e-23	90.6	4.2	2	2	6.1e-22	6.3e-17	72.005241394043	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
A0A804P626_MAIZE	A0A804P626_MAIZE	264	AvrRpt-cleavage	-	37	9.6e-23	90.6	5.8	1	2	6.1e-05	6.4	17.6037349700928	0.21	2	35	28	58	27	59	0.88	Uncharacterized protein		0
A0A804P626_MAIZE	A0A804P626_MAIZE	264	AvrRpt-cleavage	-	37	9.6e-23	90.6	5.8	2	2	7.5e-23	7.9e-18	74.9082489013672	1.25	1	37	191	227	191	227	0.98	Uncharacterized protein		0
A0A3B6N3Q6_WHEAT	A0A3B6N3Q6_WHEAT	237	AvrRpt-cleavage	-	37	1.0e-22	90.5	4.2	1	2	2.8e-05	2.9	18.6906967163086	0.06	5	35	5	31	2	32	0.87	AvrRpt-cleavage domain-containing protein		0
A0A3B6N3Q6_WHEAT	A0A3B6N3Q6_WHEAT	237	AvrRpt-cleavage	-	37	1.0e-22	90.5	4.2	2	2	6.3e-22	6.6e-17	71.9511108398438	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
A0A453MI38_AEGTS	A0A453MI38_AEGTS	237	AvrRpt-cleavage	-	37	1.0e-22	90.5	4.2	1	2	2.8e-05	2.9	18.6906967163086	0.06	5	35	5	31	2	32	0.87	AvrRpt-cleavage domain-containing protein		0
A0A453MI38_AEGTS	A0A453MI38_AEGTS	237	AvrRpt-cleavage	-	37	1.0e-22	90.5	4.2	2	2	6.3e-22	6.6e-17	71.9511108398438	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3L6SIG7_PANMI	A0A3L6SIG7_PANMI	292	AvrRpt-cleavage	-	37	1.1e-22	90.5	4.7	1	2	0.00014	15	16.4469356536865	0.10	5	35	25	52	21	53	0.82	RPM1-interacting protein 4-like isoform X1		0
A0A3L6SIG7_PANMI	A0A3L6SIG7_PANMI	292	AvrRpt-cleavage	-	37	1.1e-22	90.5	4.7	2	2	8.7e-23	9.1e-18	74.7057876586914	1.25	1	37	195	231	195	231	0.98	RPM1-interacting protein 4-like isoform X1		0
A0A3B6I2X6_WHEAT	A0A3B6I2X6_WHEAT	238	AvrRpt-cleavage	-	37	1.1e-22	90.5	4.2	1	2	2.8e-05	2.9	18.6824951171875	0.06	5	35	5	31	2	32	0.87	AvrRpt-cleavage domain-containing protein		0
A0A3B6I2X6_WHEAT	A0A3B6I2X6_WHEAT	238	AvrRpt-cleavage	-	37	1.1e-22	90.5	4.2	2	2	6.4e-22	6.6e-17	71.9422378540039	1.31	1	37	168	204	168	204	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0GWI2_ORYNI	A0A0E0GWI2_ORYNI	192	AvrRpt-cleavage	-	37	1.1e-22	90.4	4.2	1	2	4.5e-05	4.7	18.0116596221924	0.07	7	35	5	32	2	33	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0E0GWI2_ORYNI	A0A0E0GWI2_ORYNI	192	AvrRpt-cleavage	-	37	1.1e-22	90.4	4.2	2	2	3.2e-22	3.3e-17	72.9105911254883	1.31	1	37	120	156	120	156	0.98	AvrRpt-cleavage domain-containing protein		0
M8A0J6_TRIUA	M8A0J6_TRIUA	248	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.2	1	2	3.0e-05	3.1	18.6028156280518	0.06	5	35	5	31	2	32	0.87	AvrRpt-cleavage domain-containing protein		0
M8A0J6_TRIUA	M8A0J6_TRIUA	248	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.2	2	2	6.8e-22	7.1e-17	71.856315612793	1.31	1	37	168	204	168	204	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3B6N2V2_WHEAT	A0A3B6N2V2_WHEAT	236	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.1	1	2	3.5e-05	3.6	18.3885154724121	0.06	6	35	5	30	2	31	0.88	AvrRpt-cleavage domain-containing protein		0
A0A3B6N2V2_WHEAT	A0A3B6N2V2_WHEAT	236	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.1	2	2	6.3e-22	6.6e-17	71.9599838256836	1.31	1	37	166	202	166	202	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446RD92_TRITD	A0A446RD92_TRITD	250	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.3	1	2	2.8e-05	2.9	18.7024021148682	0.07	5	35	17	43	14	44	0.87	AvrRpt-cleavage domain-containing protein		0
A0A446RD92_TRITD	A0A446RD92_TRITD	250	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.3	2	2	6.8e-22	7.1e-17	71.8396759033203	1.31	1	37	180	216	180	216	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3B6I233_WHEAT	A0A3B6I233_WHEAT	237	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.1	1	2	3.5e-05	3.6	18.3803443908691	0.06	6	35	5	30	2	31	0.88	AvrRpt-cleavage domain-containing protein		0
A0A3B6I233_WHEAT	A0A3B6I233_WHEAT	237	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.1	2	2	6.3e-22	6.6e-17	71.9511108398438	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446RDR1_TRITD	A0A446RDR1_TRITD	237	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.1	1	2	3.5e-05	3.6	18.3803443908691	0.06	6	35	5	30	2	31	0.88	AvrRpt-cleavage domain-containing protein		0
A0A446RDR1_TRITD	A0A446RDR1_TRITD	237	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.1	2	2	6.3e-22	6.6e-17	71.9511108398438	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
K4AEF0_SETIT	K4AEF0_SETIT	239	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.0	1	2	0.00037	39	15.0780143737793	0.06	5	35	5	32	2	33	0.86	AvrRpt-cleavage domain-containing protein		0
K4AEF0_SETIT	K4AEF0_SETIT	239	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.0	2	2	6.5e-23	6.8e-18	75.1139297485352	1.25	1	37	169	205	169	205	0.98	AvrRpt-cleavage domain-containing protein		0
A0A4U6SP56_SETVI	A0A4U6SP56_SETVI	239	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.0	1	2	0.00037	39	15.0780143737793	0.06	5	35	5	32	2	33	0.86	AvrRpt-cleavage domain-containing protein		0
A0A4U6SP56_SETVI	A0A4U6SP56_SETVI	239	AvrRpt-cleavage	-	37	1.2e-22	90.3	4.0	2	2	6.5e-23	6.8e-18	75.1139297485352	1.25	1	37	169	205	169	205	0.98	AvrRpt-cleavage domain-containing protein		0
A0A5J9SD26_9POAL	A0A5J9SD26_9POAL	281	AvrRpt-cleavage	-	37	1.3e-22	90.2	3.9	1	2	0.00029	31	15.4149675369263	0.05	5	35	5	32	2	33	0.87	AvrRpt-cleavage domain-containing protein		0
A0A5J9SD26_9POAL	A0A5J9SD26_9POAL	281	AvrRpt-cleavage	-	37	1.3e-22	90.2	3.9	2	2	9.0e-23	9.4e-18	74.6651458740234	1.38	1	37	175	211	175	211	0.98	AvrRpt-cleavage domain-containing protein		0
A0A453MI16_AEGTS	A0A453MI16_AEGTS	243	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.7	1	2	2.1e-05	2.2	19.0875148773193	0.09	3	35	9	37	7	38	0.86	AvrRpt-cleavage domain-containing protein		0
A0A453MI16_AEGTS	A0A453MI16_AEGTS	243	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.7	2	2	6.6e-22	6.8e-17	71.8986892700195	1.31	1	37	173	209	173	209	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446RD86_TRITD	A0A446RD86_TRITD	255	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.2	1	2	3.1e-05	3.2	18.5493717193604	0.06	5	35	22	48	19	49	0.87	AvrRpt-cleavage domain-containing protein		0
A0A446RD86_TRITD	A0A446RD86_TRITD	255	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.2	2	2	7.0e-22	7.4e-17	71.7987747192383	1.31	1	37	185	221	185	221	0.98	AvrRpt-cleavage domain-containing protein		0
A0A453MHR0_AEGTS	A0A453MHR0_AEGTS	242	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.1	1	2	3.6e-05	3.7	18.3401317596436	0.06	6	35	9	34	6	35	0.88	AvrRpt-cleavage domain-containing protein		0
A0A453MHR0_AEGTS	A0A453MHR0_AEGTS	242	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.1	2	2	6.5e-22	6.8e-17	71.9073028564453	1.31	1	37	170	206	170	206	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446UX96_TRITD	A0A446UX96_TRITD	236	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.1	1	2	3.4e-05	3.6	18.3941764831543	0.06	5	33	5	29	1	30	0.88	AvrRpt-cleavage domain-containing protein		0
A0A446UX96_TRITD	A0A446UX96_TRITD	236	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.1	2	2	6.3e-22	6.6e-17	71.9599838256836	1.31	1	37	166	202	166	202	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446UXC9_TRITD	A0A446UXC9_TRITD	236	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.1	1	2	3.4e-05	3.6	18.3941764831543	0.06	5	33	5	29	1	30	0.88	AvrRpt-cleavage domain-containing protein		0
A0A446UXC9_TRITD	A0A446UXC9_TRITD	236	AvrRpt-cleavage	-	37	1.3e-22	90.2	4.1	2	2	6.3e-22	6.6e-17	71.9599838256836	1.31	1	37	166	202	166	202	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446RD83_TRITD	A0A446RD83_TRITD	265	AvrRpt-cleavage	-	37	1.4e-22	90.1	4.3	1	2	3.0e-05	3.1	18.591007232666	0.07	5	35	17	43	14	44	0.87	AvrRpt-cleavage domain-containing protein		0
A0A446RD83_TRITD	A0A446RD83_TRITD	265	AvrRpt-cleavage	-	37	1.4e-22	90.1	4.3	2	2	7.5e-22	7.8e-17	71.7200546264648	1.31	1	37	180	216	180	216	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446RDB8_TRITD	A0A446RDB8_TRITD	270	AvrRpt-cleavage	-	37	1.5e-22	90.0	4.2	1	2	3.3e-05	3.5	18.4408321380615	0.06	5	35	22	48	19	49	0.87	AvrRpt-cleavage domain-containing protein		0
A0A446RDB8_TRITD	A0A446RDB8_TRITD	270	AvrRpt-cleavage	-	37	1.5e-22	90.0	4.2	2	2	7.7e-22	8.0e-17	71.6821212768555	1.31	1	37	185	221	185	221	0.98	AvrRpt-cleavage domain-containing protein		0
J3LUR1_ORYBR	J3LUR1_ORYBR	238	AvrRpt-cleavage	-	37	1.6e-22	90.0	4.0	1	2	5.6e-05	5.9	17.7135162353516	0.06	7	35	6	33	2	34	0.89	AvrRpt-cleavage domain-containing protein		0
J3LUR1_ORYBR	J3LUR1_ORYBR	238	AvrRpt-cleavage	-	37	1.6e-22	90.0	4.0	2	2	4.1e-22	4.3e-17	72.5566940307617	1.19	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
A0A4U6SNT9_SETVI	A0A4U6SNT9_SETVI	238	AvrRpt-cleavage	-	37	1.6e-22	89.9	3.9	1	2	0.00052	54	14.6261529922485	0.05	7	35	6	31	2	32	0.87	AvrRpt-cleavage domain-containing protein		0
A0A4U6SNT9_SETVI	A0A4U6SNT9_SETVI	238	AvrRpt-cleavage	-	37	1.6e-22	89.9	3.9	2	2	6.4e-23	6.7e-18	75.1227188110352	1.25	1	37	168	204	168	204	0.98	AvrRpt-cleavage domain-containing protein		0
A0A6G1DJE7_9ORYZ	A0A6G1DJE7_9ORYZ	242	AvrRpt-cleavage	-	37	1.6e-22	89.9	4.0	1	2	5.8e-05	6	17.6803894042969	0.06	7	35	6	33	2	34	0.89	AvrRpt-cleavage domain-containing protein		0
A0A6G1DJE7_9ORYZ	A0A6G1DJE7_9ORYZ	242	AvrRpt-cleavage	-	37	1.6e-22	89.9	4.0	2	2	4.2e-22	4.4e-17	72.5217514038086	1.19	1	37	170	206	170	206	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0KLJ6_ORYPU	A0A0E0KLJ6_ORYPU	242	AvrRpt-cleavage	-	37	1.8e-22	89.8	4.0	1	2	5.8e-05	6	17.6803894042969	0.06	7	35	6	33	2	34	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0E0KLJ6_ORYPU	A0A0E0KLJ6_ORYPU	242	AvrRpt-cleavage	-	37	1.8e-22	89.8	4.0	2	2	4.2e-22	4.4e-17	72.5217514038086	1.19	1	37	170	206	170	206	0.98	AvrRpt-cleavage domain-containing protein		0
A0A1B6QGS5_SORBI	A0A1B6QGS5_SORBI	244	AvrRpt-cleavage	-	37	1.8e-22	89.7	3.9	1	2	0.00054	56	14.577615737915	0.05	7	35	6	31	2	32	0.87	AvrRpt-cleavage domain-containing protein		0
A0A1B6QGS5_SORBI	A0A1B6QGS5_SORBI	244	AvrRpt-cleavage	-	37	1.8e-22	89.7	3.9	2	2	6.7e-23	7.0e-18	75.0706100463867	1.25	1	37	174	210	174	210	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0KLJ7_ORYPU	A0A0E0KLJ7_ORYPU	241	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.0	1	2	6.3e-05	6.6	17.5478229522705	0.07	7	35	5	32	2	33	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0E0KLJ7_ORYPU	A0A0E0KLJ7_ORYPU	241	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.0	2	2	4.2e-22	4.3e-17	72.5304336547852	1.19	1	37	169	205	169	205	0.98	AvrRpt-cleavage domain-containing protein		0
B8ANS8_ORYSI	B8ANS8_ORYSI	242	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.2	1	2	5.8e-05	6	17.6803894042969	0.06	7	35	6	33	2	34	0.89	AvrRpt-cleavage domain-containing protein		0
B8ANS8_ORYSI	B8ANS8_ORYSI	242	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.2	2	2	4.5e-22	4.7e-17	72.4082565307617	1.31	1	37	170	206	170	206	0.98	AvrRpt-cleavage domain-containing protein		0
Q852C9_ORYSJ	Q852C9_ORYSJ	242	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.2	1	2	5.8e-05	6	17.6803894042969	0.06	7	35	6	33	2	34	0.89	Nitrate-induced NOI protein, expressed		0
Q852C9_ORYSJ	Q852C9_ORYSJ	242	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.2	2	2	4.5e-22	4.7e-17	72.4082565307617	1.31	1	37	170	206	170	206	0.98	Nitrate-induced NOI protein, expressed		0
A0A0E0D9J8_9ORYZ	A0A0E0D9J8_9ORYZ	242	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.2	1	2	5.8e-05	6	17.6803894042969	0.06	7	35	6	33	2	34	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0E0D9J8_9ORYZ	A0A0E0D9J8_9ORYZ	242	AvrRpt-cleavage	-	37	2.0e-22	89.6	4.2	2	2	4.5e-22	4.7e-17	72.4082565307617	1.31	1	37	170	206	170	206	0.98	AvrRpt-cleavage domain-containing protein		0
A0A1Z5S3S9_SORBI	A0A1Z5S3S9_SORBI	243	AvrRpt-cleavage	-	37	2.1e-22	89.6	3.9	1	2	0.00059	62	14.4376382827759	0.06	7	35	5	30	2	31	0.88	AvrRpt-cleavage domain-containing protein		0
A0A1Z5S3S9_SORBI	A0A1Z5S3S9_SORBI	243	AvrRpt-cleavage	-	37	2.1e-22	89.6	3.9	2	2	6.6e-23	6.9e-18	75.0791854858398	1.25	1	37	173	209	173	209	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0P3X3_ORYRU	A0A0E0P3X3_ORYRU	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	1	2	6.3e-05	6.6	17.5478229522705	0.07	7	35	5	32	2	33	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0E0P3X3_ORYRU	A0A0E0P3X3_ORYRU	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	2	2	4.5e-22	4.7e-17	72.4169387817383	1.31	1	37	169	205	169	205	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0GWI3_ORYNI	A0A0E0GWI3_ORYNI	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	1	2	6.3e-05	6.6	17.5478229522705	0.07	7	35	5	32	2	33	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0E0GWI3_ORYNI	A0A0E0GWI3_ORYNI	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	2	2	4.5e-22	4.7e-17	72.4169387817383	1.31	1	37	169	205	169	205	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0D3FRD3_9ORYZ	A0A0D3FRD3_9ORYZ	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	1	2	6.3e-05	6.6	17.5478229522705	0.07	7	35	5	32	2	33	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0D3FRD3_9ORYZ	A0A0D3FRD3_9ORYZ	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	2	2	4.5e-22	4.7e-17	72.4169387817383	1.31	1	37	169	205	169	205	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0D9J9_9ORYZ	A0A0E0D9J9_9ORYZ	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	1	2	6.3e-05	6.6	17.5478229522705	0.07	7	35	5	32	2	33	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0E0D9J9_9ORYZ	A0A0E0D9J9_9ORYZ	241	AvrRpt-cleavage	-	37	2.2e-22	89.5	4.2	2	2	4.5e-22	4.7e-17	72.4169387817383	1.31	1	37	169	205	169	205	0.98	AvrRpt-cleavage domain-containing protein		0
A0A1B6QGT4_SORBI	A0A1B6QGT4_SORBI	269	AvrRpt-cleavage	-	37	2.3e-22	89.4	3.9	1	2	0.00061	64	14.3904066085815	0.05	7	35	31	56	27	57	0.87	AvrRpt-cleavage domain-containing protein		0
A0A1B6QGT4_SORBI	A0A1B6QGT4_SORBI	269	AvrRpt-cleavage	-	37	2.3e-22	89.4	3.9	2	2	7.7e-23	8.1e-18	74.8701324462891	1.25	1	37	199	235	199	235	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446UXD9_TRITD	A0A446UXD9_TRITD	237	AvrRpt-cleavage	-	37	2.5e-22	89.3	5.1	1	2	3.3e-05	3.4	18.4711380004883	0.12	4	33	5	30	2	31	0.88	AvrRpt-cleavage domain-containing protein		0
A0A446UXD9_TRITD	A0A446UXD9_TRITD	237	AvrRpt-cleavage	-	37	2.5e-22	89.3	5.1	2	2	6.3e-22	6.6e-17	71.9511108398438	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYF7_WHEAT	A0A3B6LYF7_WHEAT	237	AvrRpt-cleavage	-	37	2.5e-22	89.3	5.1	1	2	3.3e-05	3.4	18.4711380004883	0.12	4	33	5	30	2	31	0.88	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYF7_WHEAT	A0A3B6LYF7_WHEAT	237	AvrRpt-cleavage	-	37	2.5e-22	89.3	5.1	2	2	6.3e-22	6.6e-17	71.9511108398438	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446UXD2_TRITD	A0A446UXD2_TRITD	236	AvrRpt-cleavage	-	37	2.6e-22	89.2	4.9	1	2	4.3e-05	4.5	18.071496963501	0.10	5	33	5	29	2	30	0.89	AvrRpt-cleavage domain-containing protein		0
A0A446UXD2_TRITD	A0A446UXD2_TRITD	236	AvrRpt-cleavage	-	37	2.6e-22	89.2	4.9	2	2	6.3e-22	6.6e-17	71.9599838256836	1.31	1	37	166	202	166	202	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYE7_WHEAT	A0A3B6LYE7_WHEAT	236	AvrRpt-cleavage	-	37	2.6e-22	89.2	4.9	1	2	4.3e-05	4.5	18.071496963501	0.10	5	33	5	29	2	30	0.89	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYE7_WHEAT	A0A3B6LYE7_WHEAT	236	AvrRpt-cleavage	-	37	2.6e-22	89.2	4.9	2	2	6.3e-22	6.6e-17	71.9599838256836	1.31	1	37	166	202	166	202	0.98	AvrRpt-cleavage domain-containing protein		0
A0A446UXB3_TRITD	A0A446UXB3_TRITD	235	AvrRpt-cleavage	-	37	2.9e-22	89.1	4.7	1	2	5.4e-05	5.6	17.7750396728516	0.09	6	33	5	28	2	29	0.90	AvrRpt-cleavage domain-containing protein		0
A0A446UXB3_TRITD	A0A446UXB3_TRITD	235	AvrRpt-cleavage	-	37	2.9e-22	89.1	4.7	2	2	6.2e-22	6.5e-17	71.9689483642578	1.31	1	37	165	201	165	201	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0GWI1_ORYNI	A0A0E0GWI1_ORYNI	297	AvrRpt-cleavage	-	37	3.1e-22	89.0	4.2	1	2	6.8e-05	7.1	17.442741394043	0.06	6	35	60	88	56	89	0.88	AvrRpt-cleavage domain-containing protein		0
A0A0E0GWI1_ORYNI	A0A0E0GWI1_ORYNI	297	AvrRpt-cleavage	-	37	3.1e-22	89.0	4.2	2	2	6.1e-22	6.4e-17	71.9926834106445	1.31	1	37	225	261	225	261	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0P3X2_ORYRU	A0A0E0P3X2_ORYRU	297	AvrRpt-cleavage	-	37	3.1e-22	89.0	4.2	1	2	6.8e-05	7.1	17.442741394043	0.06	6	35	60	88	56	89	0.88	AvrRpt-cleavage domain-containing protein		0
A0A0E0P3X2_ORYRU	A0A0E0P3X2_ORYRU	297	AvrRpt-cleavage	-	37	3.1e-22	89.0	4.2	2	2	6.1e-22	6.4e-17	71.9926834106445	1.31	1	37	225	261	225	261	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0D3FRD2_9ORYZ	A0A0D3FRD2_9ORYZ	297	AvrRpt-cleavage	-	37	3.1e-22	89.0	4.2	1	2	6.8e-05	7.1	17.442741394043	0.06	6	35	60	88	56	89	0.88	AvrRpt-cleavage domain-containing protein		0
A0A0D3FRD2_9ORYZ	A0A0D3FRD2_9ORYZ	297	AvrRpt-cleavage	-	37	3.1e-22	89.0	4.2	2	2	6.1e-22	6.4e-17	71.9926834106445	1.31	1	37	225	261	225	261	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYM4_WHEAT	A0A3B6LYM4_WHEAT	235	AvrRpt-cleavage	-	37	3.2e-22	88.9	4.6	1	2	6.0e-05	6.3	17.6268920898438	0.09	7	33	6	28	2	29	0.91	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYM4_WHEAT	A0A3B6LYM4_WHEAT	235	AvrRpt-cleavage	-	37	3.2e-22	88.9	4.6	2	2	6.2e-22	6.5e-17	71.9689483642578	1.31	1	37	165	201	165	201	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYG7_WHEAT	A0A3B6LYG7_WHEAT	331	AvrRpt-cleavage	-	37	3.5e-22	88.8	4.1	1	2	5.4e-05	5.7	17.7655086517334	0.06	5	33	100	124	96	125	0.88	AvrRpt-cleavage domain-containing protein		0
A0A3B6LYG7_WHEAT	A0A3B6LYG7_WHEAT	331	AvrRpt-cleavage	-	37	3.5e-22	88.8	4.1	2	2	1.0e-21	1.1e-16	71.280403137207	1.31	1	37	261	297	261	297	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0QLH0_ORYRU	A0A0E0QLH0_ORYRU	529	AvrRpt-cleavage	-	37	3.7e-22	88.7	7.4	1	2	6.3e-05	6.5	17.5646686553955	0.19	3	35	7	36	5	38	0.82	RING-type domain-containing protein		0
A0A0E0QLH0_ORYRU	A0A0E0QLH0_ORYRU	529	AvrRpt-cleavage	-	37	3.7e-22	88.7	7.4	2	2	7.5e-23	7.9e-18	74.9060974121094	0.26	1	37	172	207	172	207	0.97	RING-type domain-containing protein		0
A0A0D9ZFT4_9ORYZ	A0A0D9ZFT4_9ORYZ	299	AvrRpt-cleavage	-	37	3.9e-22	88.7	4.2	1	2	8.5e-05	8.9	17.1331310272217	0.07	7	35	63	90	60	91	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0D9ZFT4_9ORYZ	A0A0D9ZFT4_9ORYZ	299	AvrRpt-cleavage	-	37	3.9e-22	88.7	4.2	2	2	6.2e-22	6.5e-17	71.9794540405273	1.31	1	37	227	263	227	263	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0D9ZFT3_9ORYZ	A0A0D9ZFT3_9ORYZ	355	AvrRpt-cleavage	-	37	5.0e-22	88.3	4.2	1	2	8.7e-05	9.1	17.1118259429932	0.06	6	35	118	146	114	147	0.88	AvrRpt-cleavage domain-containing protein		0
A0A0D9ZFT3_9ORYZ	A0A0D9ZFT3_9ORYZ	355	AvrRpt-cleavage	-	37	5.0e-22	88.3	4.2	2	2	7.8e-22	8.2e-17	71.6488265991211	1.31	1	37	283	319	283	319	0.98	AvrRpt-cleavage domain-containing protein		0
A0A2T7BYB6_9POAL	A0A2T7BYB6_9POAL	244	AvrRpt-cleavage	-	37	6.2e-22	88.0	7.2	1	2	0.00024	25	15.6810083389282	0.51	7	35	6	31	2	32	0.85	AvrRpt-cleavage domain-containing protein		0
A0A2T7BYB6_9POAL	A0A2T7BYB6_9POAL	244	AvrRpt-cleavage	-	37	6.2e-22	88.0	7.2	2	2	6.7e-23	7.0e-18	75.0706100463867	1.25	1	37	174	210	174	210	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0D9K0_9ORYZ	A0A0E0D9K0_9ORYZ	234	AvrRpt-cleavage	-	37	6.9e-22	87.9	3.3	1	2	6.1e-05	6.3	17.6063022613525	0.07	7	35	5	32	2	33	0.89	AvrRpt-cleavage domain-containing protein		0
